SK_LISTING,SK_HOST,NM_BAIRRO,NR_LATITUDE,NR_LONGITUDE,DS_TIPO_QUARTO,VLR_DIARIA_BRL,QTD_MIN_NOITES,QTD_TOTAL_AVALIACOES,QTD_DIAS_DISPONIVEIS,SAMPLE_ORIGIN,categoria_vibe,tipo_vista,ponto_forte,principal_caracteristica
12812625,44958461,Ipanema,-22.98377,-43.21045,Entire home/apt,324.0,90,37,263,RELATED_TO_REVIEW,Luxo,Urbana,Localização privilegiada Ipanema,Localização
12848544,4708373,Santa Teresa,-22.91512,-43.18741,Entire home/apt,85.0,2,149,273,RELATED_TO_REVIEW,Econômico,Urbana,Localização histórica central,Flat
13112627,70061428,Ipanema,-22.98259,-43.20083,Entire home/apt,543.0,4,205,206,RELATED_TO_REVIEW,Econômico,Urbana,Piscina e terraço,Flat
12925602,56312023,Copacabana,-22.96389,-43.178432,Entire home/apt,250.0,3,164,252,RELATED_TO_REVIEW,Padrão,Sem Vista,Localização muito boa,Localização
12953923,71183568,Ipanema,-22.98015,-43.2028,Entire home/apt,396.0,2,45,89,RELATED_TO_REVIEW,Luxo | Econômico | Familiar | Romântico | Moderno,Urbana | Mar,Localização privilegiada diária,Apartamento
13002003,67482645,Ipanema,-22.986832,-43.193962,Entire home/apt,260.0,5,190,213,RELATED_TO_REVIEW,Luxo,Mar,Quadra da praia,Localização
13002662,3767558,Copacabana,-22.96327,-43.17749,Entire home/apt,198.0,2,363,110,RELATED_TO_REVIEW,Familiar,Urbana,Rua tranquila Copacabana,Tranquilidade
13032033,22776502,Copacabana,-22.96769,-43.18425,Entire home/apt,822.0,3,75,263,RELATED_TO_REVIEW,Luxo,Mar,Luxo e localização,Exclusividade
13052555,3890087,Centro,-22.90457,-43.18093,Entire home/apt,289.0,5,25,18,RELATED_TO_REVIEW,Padrão,Urbana,Vista Cristo Redentor,Localização
13247059,66267116,Copacabana,-22.96771,-43.18951,Entire home/apt,335.0,2,252,283,RELATED_TO_REVIEW,Luxo,Mar,Localização em Copacabana,Apartamento
13261537,74652696,Barra da Tijuca,-22.97343,-43.38996,Entire home/apt,252.0,4,57,361,RELATED_TO_REVIEW,Moderno,Natureza,Em frente parque,Localização
13265793,37702771,Santa Teresa,-22.93354,-43.19825,Private room,380.0,2,54,4,RELATED_TO_REVIEW,Econômico,Sem Vista,Quartos compartilhados banheiro,Compartilhado
13522460,77521959,Flamengo,-22.93746,-43.177299,Private room,114.0,1,128,328,RELATED_TO_REVIEW,Econômico,Urbana,Localização próxima metrô,Praticidade
13544020,77932812,Copacabana,-22.96816635131836,-43.18248748779297,Entire home/apt,196.0,3,325,30,RELATED_TO_REVIEW,Econômico,Mar,Localização próxima praia,Studio
13549789,45133557,Andaraí,-22.92465,-43.24643,Entire home/apt,188.0,3,126,213,RELATED_TO_REVIEW,Moderno,Sem Vista,Internet rápida completa,Tecnologia
13332993,64757298,Glória,-22.92306,-43.17345,Entire home/apt,111.0,1,234,344,RELATED_TO_REVIEW,Econômico,Natureza,Vista Flamengo Park,Varanda
13342024,496656,Botafogo,-22.94169,-43.18703,Private room,340.0,7,5,364,RELATED_TO_REVIEW,Econômico,Sem Vista,Ambiente aconchegante simples,Quarto
13435640,59714670,Leblon,-22.98273,-43.22214,Entire home/apt,1340.0,4,20,179,RELATED_TO_REVIEW,Luxo,Mar,Localização nobre Leblon,Cobertura
13617460,78847592,Ipanema,-22.98536,-43.20017,Entire home/apt,374.0,2,314,273,RELATED_TO_REVIEW,Padrão,Sem Vista,Próximo à praia,Flat
13641776,62372027,Copacabana,-22.978235244750977,-43.19210815429688,Entire home/apt,540.0,3,52,96,RELATED_TO_REVIEW,Familiar,Urbana,Localização muito boa,Espaçoso
13810527,44209696,Humaitá,-22.95852637563035,-43.20126503705978,Entire home/apt,400.0,7,56,134,RELATED_TO_REVIEW,Luxo,Urbana,Vista Cristo Redentor,Vista
13829809,81538824,Barra da Tijuca,-23.0084,-43.34309,Entire home/apt,380.0,2,86,179,RELATED_TO_REVIEW,Luxo,Mar,Frente para mar,Flat
13847080,10296603,Barra da Tijuca,-23.00918,-43.35455,Entire home/apt,465.0,2,158,338,RELATED_TO_REVIEW,Luxo,Mar,Vista para mar,Apartamento
13849161,1982737,Leblon,-22.98482,-43.22436,Entire home/apt,513.0,1,106,167,RELATED_TO_REVIEW,Luxo | Moderno,Urbana | Mar,Localização nobre Leblon,Conforto
13665762,72184256,Barra da Tijuca,-22.99828,-43.34713,Entire home/apt,318.0,3,159,142,RELATED_TO_REVIEW,Luxo,Urbana,Conforto e lazer,Resort
13668982,79489744,Copacabana,-22.97389,-43.189198,Entire home/apt,500.0,3,95,91,RELATED_TO_REVIEW,Luxo,Urbana,Espaçoso e mobiliado,Conforto
13682645,15135033,Copacabana,-22.97135,-43.18766,Entire home/apt,800.0,3,12,177,RELATED_TO_REVIEW,Econômico,Mar,Localização Frente Mar,Studio
13749304,415036522,Alto da Boa Vista,-22.97487,-43.2755,Entire home/apt,641.0,2,210,294,RELATED_TO_REVIEW,Familiar,Natureza,Casa colonial natural,Colonial
13915144,49609288,Santa Teresa,-22.92034,-43.18481,Entire home/apt,258.0,3,103,208,RELATED_TO_REVIEW,Romântico,Urbana,Charme histórico encantador,Charmoso
13924280,82686696,Copacabana,-22.96414,-43.17679,Entire home/apt,215.0,2,80,81,RELATED_TO_REVIEW,Econômico,Sem Vista,Próximo à praia,Localização
14030256,6000862,Vidigal,-22.99503,-43.23519,Entire home/apt,387.0,2,162,75,RELATED_TO_REVIEW,Moderno,Mar,Vista Maravilhosa Presente,Apartamento
14035016,28248312,Copacabana,-22.98241,-43.19197,Entire home/apt,175.0,4,157,248,RELATED_TO_REVIEW,Moderno,Mar,Localização privilegiada mar,Flat
13765319,67482645,Ipanema,-22.98567,-43.19636,Entire home/apt,329.0,5,165,207,RELATED_TO_REVIEW,Padrão,Sem Vista,Localização Próxima Metro,Localização
13941852,54106314,Santa Teresa,-22.91603,-43.18962,Entire home/apt,90.0,5,123,251,RELATED_TO_REVIEW,Econômico,Urbana,Localização Central Prática,Kitnet
13942977,82949230,Leme,-22.9623643,-43.1701559,Entire home/apt,222.0,3,20,33,RELATED_TO_REVIEW,Romântico | Padrão,Mar,Localização privilegiada Leme,Exclusividade
14057383,52220707,Centro,-22.91025,-43.17547,Entire home/apt,263.0,3,74,132,RELATED_TO_REVIEW,Luxo,Urbana,Vista Rio Centro,Localização
14093339,84787585,Barra da Tijuca,-23.0052,-43.29554,Entire home/apt,394.0,2,75,89,RELATED_TO_REVIEW,Econômico | Moderno,Mar,Localização e lazer,Loft
13990438,446245344,Ipanema,-22.98436164855957,-43.19435119628906,Entire home/apt,389.0,2,259,244,RELATED_TO_REVIEW,Moderno,Urbana,Design com estilo,Loft
14122253,85139579,Copacabana,-22.98405,-43.19406,Entire home/apt,220.0,3,146,345,RELATED_TO_REVIEW,Luxo,Urbana,Estilo e Conforto,Conforto
14142088,82937083,Ipanema,-22.98445,-43.20958,Entire home/apt,600.0,5,58,69,RELATED_TO_REVIEW,Luxo,Mar,Primeira Linha Mar,Exclusividade
14216305,86340471,Jacarepaguá,-22.96986,-43.39819,Entire home/apt,237.0,2,71,200,RELATED_TO_REVIEW,Moderno,Urbana,Localização estratégica Rio,Conveniência
14226433,77888190,Copacabana,-22.97093,-43.18774,Entire home/apt,225.0,1,350,280,RELATED_TO_REVIEW,Econômico,Urbana,Localização Central Privilegiada,Studio
14549684,90038840,Recreio dos Bandeirantes,-23.02819,-43.50581,Entire home/apt,1023.0,3,91,78,RELATED_TO_REVIEW,Luxo,Natureza,Beleza Natural Exuberante,Paraíso
14592653,90468506,Copacabana,-22.96398,-43.18145,Entire home/apt,304.0,3,284,23,RELATED_TO_REVIEW,Luxo,Mar,Localização Imperdível Praia,Exclusividade
14155271,27758411,São Francisco Xavier,-22.90693,-43.24286,Entire home/apt,228.0,1,216,77,RELATED_TO_REVIEW,Econômico,Urbana,Localização privilegiada,Praticidade
14168488,84909629,Itanhangá,-23.00048,-43.30856,Private room,128.0,2,18,90,RELATED_TO_REVIEW,Familiar,Natureza,Suíte confortável charmosa,Ilha
14294524,87255583,Vila Valqueire,-22.87906,-43.36979,Private room,95.0,3,47,364,RELATED_TO_REVIEW,Familiar,Sem Vista,União familiar forte,Convivência
14317799,26231746,Ipanema,-22.98372,-43.1996,Entire home/apt,433.0,2,159,55,RELATED_TO_REVIEW,Econômico,Urbana,Localização privilegiada Ipanema,Praticidade
14322383,32279943,Centro,-22.90796,-43.18386,Entire home/apt,190.0,4,45,133,RELATED_TO_REVIEW,Econômico | Padrão,Urbana,Aconchego e localização,Aconchegante
14745679,71562053,Catete,-22.92736,-43.17814,Entire home/apt,164.0,1,76,61,RELATED_TO_REVIEW,Econômico,Natureza,Próximo ao Parque,Localização
14785804,92315479,Copacabana,-22.97536,-43.18828,Entire home/apt,396.0,4,121,78,RELATED_TO_REVIEW,Romântico | Padrão,Urbana | Mar,Charmoso e Aconchegante,Conforto
14824047,11959625,Copacabana,-22.98362159729004,-43.19500732421875,Entire home/apt,116.0,3,127,83,RELATED_TO_REVIEW,Familiar,Sem Vista,Conforto e aconchego,Conforto
14872664,34602073,Copacabana,-22.97664,-43.18858,Entire home/apt,650.0,3,115,269,RELATED_TO_REVIEW,Luxo,Urbana,Exclusividade e charme,Elegância
14942294,94008265,Copacabana,-22.975589752197266,-43.18870162963867,Entire home/apt,213.0,3,279,32,RELATED_TO_REVIEW,Padrão,Mar,Localização privilegiada praia,Proximidade
15845624,102646434,Copacabana,-22.98482,-43.19192,Entire home/apt,2000.0,3,91,78,RELATED_TO_REVIEW,Moderno,Urbana,Localização privilegiada,Studio
14349999,87933679,Copacabana,-22.97346,-43.18843,Entire home/apt,353.0,2,247,84,RELATED_TO_REVIEW,Luxo | Moderno,Mar,Exclusividade à beira,Residencial
14385014,78960552,Copacabana,-22.98006,-43.19073,Private room,303.0,20,73,270,RELATED_TO_REVIEW,Familiar,Mar,Próxima à praia,Localização
14992196,20370177,Copacabana,-22.96431,-43.17907,Entire home/apt,810.0,4,48,221,RELATED_TO_REVIEW,Luxo,Urbana,Localização e conforto,Standing
15007102,2312911,Copacabana,-22.98422,-43.18941,Entire home/apt,412.0,2,289,103,RELATED_TO_REVIEW,Padrão,Mar,Quadra praia perfeita,Localização
15015363,63419886,Barra da Tijuca,-23.01531,-43.30372,Entire home/apt,443.0,2,174,229,RELATED_TO_REVIEW,Moderno,Mar,Moderno e equipado,Loft
15024669,85974796,Jacarepaguá,-22.97284,-43.39496,Private room,152.0,1,98,220,RELATED_TO_REVIEW,Econômico,Urbana,Localização Olímpica Privilegiada,Quarto
15037941,1321287,Ipanema,-22.98252,-43.19899,Entire home/apt,470.0,3,117,135,RELATED_TO_REVIEW,Luxo,Urbana,Localização em Ipanema,Flat
15091164,95521072,Ipanema,-22.98396682739257,-43.20748901367188,Entire home/apt,529.0,2,100,19,RELATED_TO_REVIEW,Luxo,Urbana,Localização e conforto,Apartamento
15115528,10676779,Copacabana,-22.96731,-43.18333,Entire home/apt,226.0,3,62,101,RELATED_TO_REVIEW,Econômico,Urbana,Localização em Copacabana,Studio
15232495,62895661,Copacabana,-22.9791,-43.19025,Entire home/apt,210.0,2,362,354,RELATED_TO_REVIEW,Econômico,Mar,Vista para Copacabana,Estúdio
15238919,21461274,Ipanema,-22.984804,-43.195518,Entire home/apt,288.0,4,70,85,RELATED_TO_REVIEW,Familiar | Romântico,Urbana,Lindo e aconchegante,Apartamento
15935986,103425138,Botafogo,-22.94861,-43.18176,Entire home/apt,136.0,2,248,9,RELATED_TO_REVIEW,Econômico | Romântico,Mar,Localização privilegiada praia,Estúdio
15936745,99500285,Copacabana,-22.97259,-43.18866,Entire home/apt,241.0,3,254,13,RELATED_TO_REVIEW,Econômico,Urbana,Localização privilegiada facilidade,Studio
16036940,39731483,Leblon,-22.98361,-43.21608,Entire home/apt,835.0,2,268,104,RELATED_TO_REVIEW,Econômico | Romântico,Mar | Natureza,Proximidade com natureza,Conforto
16054309,357307,Ipanema,-22.98501,-43.20623,Entire home/apt,995.0,1,411,255,RELATED_TO_REVIEW,Luxo,Urbana,Localização privilegiada segura,Exclusividade
16079120,104778808,Copacabana,-22.96742,-43.18259,Entire home/apt,319.0,3,96,296,RELATED_TO_REVIEW,Familiar,Mar,Perto da praia,Espaçoso
16112187,76394416,Leblon,-22.9858,-43.22621,Entire home/apt,499.0,3,44,171,RELATED_TO_REVIEW,Econômico,Urbana,Localização excelente,Studio
16132269,385834583,Ipanema,-22.985279919062982,-43.197743035981176,Entire home/apt,690.0,2,110,254,RELATED_TO_REVIEW,Luxo,Urbana,Localização Ideal Ipanema,Penthouse
16178461,66655195,Copacabana,-22.97642,-43.18793,Entire home/apt,214.0,2,90,122,RELATED_TO_REVIEW,Econômico,Mar,Próximo à praia,Localização
16200321,65975604,Ipanema,-22.9822006225586,-43.19999313354492,Private room,225.0,2,25,332,RELATED_TO_REVIEW,Econômico,Urbana,Localização em Ipanema,Quarto
15307683,96474135,Copacabana,-22.96669,-43.17882,Private room,103.0,1,320,50,RELATED_TO_REVIEW,Econômico,Mar,Próximo à praia,Quarto
15483501,99408870,Flamengo,-22.94005,-43.17567,Entire home/apt,1234.0,2,100,251,RELATED_TO_REVIEW,Luxo,Sem Vista,Piscina privativa exclusiva,Penthouse
15621889,100074191,Copacabana,-22.97537,-43.18933,Entire home/apt,136.0,1,190,266,RELATED_TO_REVIEW,Econômico,Urbana,Recém reformado silencioso,Reformado
15654082,101032323,Copacabana,-22.96528,-43.17533,Entire home/apt,220.0,1,401,80,RELATED_TO_REVIEW,Econômico,Mar,Proximidade com mar,Localização
15702553,21218739,Copacabana,-22.96504,-43.1771,Entire home/apt,481.0,5,158,112,RELATED_TO_REVIEW,Luxo,Mar,Vista Maravilhosa Copacabana,Vista
15773791,85538673,Grajaú,-22.92466,-43.25773,Entire home/apt,130.0,2,70,299,RELATED_TO_REVIEW,Moderno,Sem Vista,Amplo e seguro,Loft
15778437,1356134,Santa Teresa,-22.91606,-43.18033,Private room,95.0,1,599,313,RELATED_TO_REVIEW,Moderno,Sem Vista,Design artístico criativo,Arte
1494181948424014615,715123207,Copacabana,-22.973589010581208,-43.18740521000285,Entire home/apt,286.0,1,0,260,RANDOM_FILL,Luxo,Mar,Beira Mar Exclusiva,Luxuoso
14100945,29896922,Jacarepaguá,-22.96666,-43.38424,Entire home/apt,615.0,30,0,268,RANDOM_FILL,Luxo,Urbana,Mobiliado para Olimpíadas,Localização
556267470059806323,115075111,Santa Teresa,-22.91528,-43.18281,Private room,80.0,1,13,365,RANDOM_FILL,Econômico,Urbana,Localização Central Lapa,Casa
15037900,14349783,Jacarepaguá,-22.97022,-43.39057,Entire home/apt,1342.0,6,0,362,RANDOM_FILL,Familiar,Sem Vista,Amplo espaço interno,Apartamento
1055360943854929993,88740002,Copacabana,-22.9658187,-43.1807133,Entire home/apt,300.0,5,0,89,RANDOM_FILL,Moderno,Urbana,Próximo da praia,Loft
1015898683094034477,128785191,Copacabana,-22.96991,-43.18802,Entire home/apt,150.0,2,31,152,RANDOM_FILL,Padrão,Urbana,Localização central privilegiada,Localização
22733320,157081146,Recreio dos Bandeirantes,-23.02389,-43.51303,Private room,166.0,2,3,210,RANDOM_FILL,Econômico,Natureza,Natureza bem próxima,Verde
1147985258245035685,392083762,Copacabana,-22.96381,-43.1775,Entire home/apt,626.0,3,40,66,RANDOM_FILL,Luxo,Mar,Vista deslumbrante mar,Apartamento
1507544151839572200,514560708,Recreio dos Bandeirantes,-23.0273995,-43.4736991,Entire home/apt,127.0,1,0,361,RANDOM_FILL,Econômico,Mar,Próximo à praia,aconchegante
50632952,102761308,Barra da Tijuca,-22.98783,-43.35357,Entire home/apt,400.0,2,33,178,RANDOM_FILL,Luxo | Familiar | Moderno,Mar,Lazer completo próximo,Condomínio
13221400,474000,Centro,-22.91099,-43.17773,Entire home/apt,121.0,1,429,45,RANDOM_FILL,Econômico,Urbana,Central e acolhedor,Aconchegante
31902161,225894302,Vidigal,-22.99398,-43.23521,Private room,180.0,1,0,365,RANDOM_FILL,Romântico,Mar,Vista Maravilhosa Matinal,Vista
1125609723572225149,569958633,Copacabana,-22.9726433,-43.187861,Private room,257.0,1,19,248,RANDOM_FILL,Econômico,Urbana,2 quartos compartilhados,Compartilhado
16724817,110874279,Irajá,-22.84099,-43.32092,Private room,376.0,1,0,89,RANDOM_FILL,Moderno,Urbana,Localização estratégica norte,Brilho
53970086,14969641,Leblon,-22.980091094970703,-43.21970748901367,Entire home/apt,5000.0,4,0,365,RANDOM_FILL,Padrão,Urbana,Localização central privilegiada,Apartamento
558063117557594607,83617349,Recreio dos Bandeirantes,-23.0037197,-43.4475404,Entire home/apt,143.0,2,75,270,RANDOM_FILL,Econômico,Mar,"WiFi, Ar Condicionado",Conforto
1359567591636420083,29876088,Copacabana,-22.980965384105065,-43.19037029204787,Entire home/apt,589.0,2,17,176,RANDOM_FILL,Padrão,Mar,Próximo à praia,Apartamento
14746494,91369088,Ipanema,-22.98349,-43.20846,Entire home/apt,416.0,3,0,40,RANDOM_FILL,Luxo,Mar,Localização Perfeita Ipanema,Localização
1132737372824777002,515342183,Leblon,-22.982469411007884,-43.21761299239587,Entire home/apt,819.0,1,37,157,RANDOM_FILL,Econômico,Sem Vista,Localização perfeita praia,Flat
648655963625300600,4255118,Ipanema,-22.98304,-43.20191,Entire home/apt,931.0,4,68,187,RANDOM_FILL,Luxo | Moderno,Urbana,Espaço moderno luxuoso,luxo
4244543,7700207,Catete,-22.92821994482552,-43.179050392012186,Entire home/apt,232.0,2,14,353,RANDOM_FILL,Padrão,Sem Vista,Ótima localização conforto,Apartamento
1388758822044635166,158736573,Botafogo,-22.952689534209785,-43.18218091468047,Entire home/apt,206.0,4,11,314,RANDOM_FILL,Padrão,Urbana,Localização em Botafogo,Apartamento
1202127104187342372,24524977,Copacabana,-22.97115992414728,-43.18973500560376,Private room,118.0,1,0,22,RANDOM_FILL,Econômico,Urbana,Localização Central Privada,Quarto
796557454051359688,415296850,Copacabana,-22.96603,-43.17743,Entire home/apt,556.0,2,13,159,RANDOM_FILL,Econômico,Mar,Proximidade com mar,Localização
1399378259444570596,668179208,Copacabana,-22.9679067,-43.1817465,Entire home/apt,378.0,1,0,309,RANDOM_FILL,Padrão,Sem Vista,Localização em Copacabana,Apartamento
1230357131681849831,598001577,Copacabana,-22.974626726366736,-43.18956134548199,Private room,450.0,2,5,363,RANDOM_FILL,Econômico,Urbana,Localização em Copacabana,Praticidade
928345808293869225,411347482,Copacabana,-22.97802,-43.19128,Entire home/apt,556.0,3,2,47,RANDOM_FILL,Padrão,Mar,Próximo à praia,Localização
679555238345208961,10423223,Ipanema,-22.98504,-43.20907,Entire home/apt,1700.0,4,7,350,RANDOM_FILL,Luxo,Mar,Frente para praia,Localização
816017002025135151,429672995,Laranjeiras,-22.93137745525097,-43.18675462156534,Entire home/apt,221.0,1,18,229,RANDOM_FILL,Padrão,Urbana,Localização Centralizada,Apartamento
835749224161307287,496494386,Ipanema,-22.98350493939332,-43.19851771826327,Entire home/apt,469.0,2,89,211,RANDOM_FILL,Luxo,Urbana,Espaço e conforto,Suítes
1482802680801258907,712204827,Copacabana,-22.9647553,-43.1755406,Entire home/apt,256.0,7,0,363,RANDOM_FILL,Padrão,Mar,Vista panorâmica mar,Vista
1515515135324472629,461094665,Jacarepaguá,-22.96370902529351,-43.397075682878494,Private room,203.0,3,0,180,RANDOM_FILL,Econômico,Urbana,Localização privilegiada evento,Proximidade
1356121526090242056,230501884,Copacabana,-22.96567824946252,-43.18406168371439,Entire home/apt,488.0,3,3,110,RANDOM_FILL,Familiar,Sem Vista,Conforto e praticidade,Próximo
1320513433018168434,214631783,Centro,-22.90973,-43.18954,Entire home/apt,150.0,1,13,353,RANDOM_FILL,Econômico,Sem Vista,Praticidade e conforto,Compacto
1241698125390767950,528121771,Copacabana,-22.96466106010785,-43.17573610693216,Entire home/apt,301.0,1,1,290,RANDOM_FILL,Padrão,Mar,Esquina Praia Vista,Localização
1052222141929310859,428413144,Copacabana,-22.979493721985623,-43.1898072264085,Entire home/apt,238.0,2,11,81,RANDOM_FILL,Econômico,Urbana,Localização em Copa,Studio
1513026606401478581,444618426,Camorim,-22.98208005774923,-43.42187041727355,Entire home/apt,415.0,2,0,111,RANDOM_FILL,Econômico,Urbana,Localização central privilegiada,Praticidade
1266920099822343145,185946297,Barra da Tijuca,-23.01181957847944,-43.32148606931153,Entire home/apt,475.0,3,22,251,RANDOM_FILL,Luxo,Mar | Natureza,Vista deslumbrante dupla,Exclusividade
18154297,261954,Leblon,-22.98459,-43.23111,Private room,300.0,1,36,358,RANDOM_FILL,Luxo,Urbana,Localização e charme,Exclusividade
1309353078822164911,479939951,Barra da Tijuca,-23.00804350776381,-43.43525115375285,Entire home/apt,284.0,2,14,150,RANDOM_FILL,Familiar,Sem Vista,Conforto e localização,Confortável
828730516699843324,1342536,Copacabana,-22.9696849,-43.1855841,Entire home/apt,206.0,3,44,184,RANDOM_FILL,Padrão,Urbana,Localização em Copacabana,Apartamento
1181285455482657006,159286644,Barra da Tijuca,-23.00883,-43.35813,Entire home/apt,492.0,1,30,43,RANDOM_FILL,Econômico,Mar,Em frente praia,Localização
1354384536297497846,541746677,Recreio dos Bandeirantes,-23.0282882,-43.4714491,Entire home/apt,172.0,1,7,351,RANDOM_FILL,Familiar,Sem Vista,Próximo à praia,Térreo
1306687134789989522,218512955,Copacabana,-22.973351,-43.1914614,Entire home/apt,142.0,2,9,246,RANDOM_FILL,Econômico,Sem Vista,Ambiente acolhedor simples,Aconchego
1488653680273862062,713739036,Ipanema,-22.9852898,-43.2100454,Entire home/apt,1307.0,3,1,238,RANDOM_FILL,Luxo,Natureza,Refúgio tranquilo exclusivo,Oásis
1476054112374582168,50098118,Flamengo,-22.9393938,-43.1771245,Entire home/apt,405.0,1,1,362,RANDOM_FILL,Moderno,Urbana,Localização e praticidade,Flat
1229769280029080258,14246086,Leblon,-22.9800477,-43.220278,Entire home/apt,784.0,2,2,188,RANDOM_FILL,Luxo,Sem Vista,Próximo da praia,Localização
1507544248184446479,7509686,Centro,-22.89913,-43.17993,Entire home/apt,222.0,1,0,59,RANDOM_FILL,Econômico,Sem Vista,Sem taxa limpeza,Estúdio
1321209633137894495,320684347,Ipanema,-22.98237,-43.19853,Entire home/apt,135.0,3,6,327,RANDOM_FILL,Econômico,Urbana,Preço acessível localizado,Favela
986167940808402411,538324209,Centro,-22.9057948,-43.1915517,Entire home/apt,103.0,2,80,191,RANDOM_FILL,Padrão,Urbana,Amplo espaço interno,Espaçoso
1018724,5607953,Ipanema,-22.9833,-43.19589,Entire home/apt,215.0,3,228,327,RANDOM_FILL,Luxo | Moderno,Urbana,Localização Privilegiada Ipanema,Design
33399408,77709888,Copacabana,-22.98292,-43.19094,Entire home/apt,1012.0,3,33,70,RANDOM_FILL,Luxo,Mar,Localização privilegiada praia,Luxo
686260879567481743,11758620,Barra da Tijuca,-23.004725159382083,-43.32931529963891,Entire home/apt,800.0,2,5,268,RANDOM_FILL,Familiar | Econômico,Urbana | Mar,Conforto e tranquilidade,Aconchego
1159367168379033199,347487511,Glória,-22.91517,-43.17568,Entire home/apt,151.0,2,42,146,RANDOM_FILL,Econômico,Urbana,Localização prática conveniente,Praticidade
13699546,78499152,Ipanema,-22.98409,-43.20114,Private room,776.0,2,11,15,RANDOM_FILL,Luxo,Urbana,Localização Emblemática Praia,Hotel-Residência
981164396661434990,45224913,Gávea,-22.97275727278665,-43.22533127420503,Private room,529.0,1,11,88,RANDOM_FILL,Romântico,Sem Vista,Varanda exclusiva suite,Varanda
1039224693716327024,417529749,Centro,-22.9096645,-43.1842177,Entire home/apt,170.0,1,104,16,RANDOM_FILL,Econômico,Urbana,Vista para cidade,Studio
9424559,14314998,Ipanema,-22.98206,-43.21109,Entire home/apt,1120.0,60,18,229,RANDOM_FILL,Romântico,Urbana,"Charmoso, aconchegante, elegante",Apartamento
1494558426097104186,80338139,Barra da Tijuca,-23.00869,-43.33666,Entire home/apt,3784.0,1,0,359,RANDOM_FILL,Luxo,Mar,Frente para praia,Localização
1087726340683012816,8013520,Centro,-22.916640439453243,-43.18844340741634,Entire home/apt,157.0,3,62,161,RANDOM_FILL,Luxo,Urbana,Conforto e silêncio,Conforto
32544922,38381051,Flamengo,-22.93638,-43.17318,Private room,190.0,5,36,194,RANDOM_FILL,Econômico,Mar,Vista Mar Pão,Quarto
1350246510289418150,215903682,Laranjeiras,-22.92758,-43.19122,Private room,200.0,3,3,169,RANDOM_FILL,Econômico | Familiar,Natureza,Vista panorâmica tranquila,Pousada
1396545113751352772,31689748,Leblon,-22.98272175147658,-43.21679218456297,Entire home/apt,850.0,3,3,353,RANDOM_FILL,Padrão,Urbana,Localização privilegiada praia,Apartamento
1190851109218277613,147489364,Jacarepaguá,-22.965976073144866,-43.41098945252529,Entire home/apt,200.0,3,11,152,RANDOM_FILL,Econômico,Urbana,Localização próximo eventos,Praticidade
960928883023828182,489381613,Recreio dos Bandeirantes,-23.030936561222823,-43.49655021385402,Entire home/apt,208.0,1,2,247,RANDOM_FILL,Familiar,Sem Vista,Localização Muito Próxima,Triplex
1356678447397798241,99950687,Copacabana,-22.96834,-43.19094,Entire home/apt,2000.0,4,0,15,RANDOM_FILL,Econômico | Padrão,Urbana,Proximidade com praia,Localização
886840610886680390,383043529,Ipanema,-22.98375516003043,-43.21279228042602,Entire home/apt,628.0,2,28,151,RANDOM_FILL,Padrão,Urbana,Localização privilegiada,Central
1002112079304835975,236761043,Botafogo,-22.95365,-43.18368,Entire home/apt,183.0,1,52,85,RANDOM_FILL,Econômico,Urbana,Apartamento compacto prático,Compacto
1266733196852308390,445034991,Recreio dos Bandeirantes,-23.0303318,-43.4766632,Entire home/apt,597.0,4,2,262,RANDOM_FILL,Luxo,Mar,Localização pé areia,Exclusividade
1446340923925769011,15215444,Santa Teresa,-22.91781352796435,-43.18983069346625,Private room,218.0,1,0,362,RANDOM_FILL,Econômico,Urbana,Localização central charmosa,Conforto
1362263776731178688,21462062,Copacabana,-22.96525440047756,-43.18915955722332,Entire home/apt,313.0,1,3,183,RANDOM_FILL,Econômico,Sem Vista,Localização e acesso,Praticidade
1335604387479243426,372331825,Botafogo,-22.948506,-43.1892358,Entire home/apt,826.0,2,0,359,RANDOM_FILL,Familiar,Urbana,Localização central privilegiada,Conveniência
1468016170009758303,59068088,Ipanema,-22.98217011781668,-43.20181618465576,Entire home/apt,415.0,3,11,151,RANDOM_FILL,Familiar,Urbana,Segurança e conforto,Segurança
1404670283635261893,108643221,Copacabana,-22.98629,-43.18942,Entire home/apt,206.0,1,10,212,RANDOM_FILL,Padrão,Mar,Próximo à praia,Localização
589839117692879870,411352151,Botafogo,-22.94582,-43.18163,Entire home/apt,457.0,4,1,149,RANDOM_FILL,Luxo,Urbana,Vista panorâmica Rio,Vista
1503965073063020888,678649975,Catete,-22.92424692185209,-43.181605450809,Private room,50.0,7,0,359,RANDOM_FILL,Econômico,Sem Vista,Custo benefício acessível,Simplicidade
1072660727641282943,231519584,Copacabana,-22.96321061752279,-43.17622746265666,Entire home/apt,360.0,2,87,40,RANDOM_FILL,Moderno,Urbana,Tecnologia e Conforto,inteligente
1508651944406720383,559940983,Leblon,-22.9826066,-43.2238778,Entire home/apt,547.0,3,0,141,RANDOM_FILL,Luxo,Urbana,Espaço ao ar,Varandão
1500083442935916568,235495805,Botafogo,-22.95630876107172,-43.1765568615158,Entire home/apt,250.0,1,3,58,RANDOM_FILL,Padrão,Urbana,Localização central privilegiada,Conveniência
