SK_LISTING,SK_HOST,NM_BAIRRO,NR_LATITUDE,NR_LONGITUDE,DS_TIPO_QUARTO,VLR_DIARIA_BRL,QTD_MIN_NOITES,QTD_TOTAL_AVALIACOES,QTD_DIAS_DISPONIVEIS,CAT_VIBE_IA,CAT_TIPO_VISTA,TXT_DESTAQUE_IA,TXT_CARACTERISTICA_IA
14294524,87255583,Vila Valqueire,-22.87906,-43.36979,Quarto privativo,95.0,3,47,364,Familiar,Urbana,Convívio entre irmãos,Espaçosa
14317799,26231746,Ipanema,-22.98372,-43.1996,Casa/Apto inteiro,433.0,2,159,55,Padrão,Urbana,Melhor ponto Ipanema,Localização
14322383,32279943,Centro,-22.90796,-43.18386,Casa/Apto inteiro,190.0,4,45,133,Econômico,Urbana,Aconchego na Lapa,Aconchegante
14745679,71562053,Catete,-22.92736,-43.17814,Casa/Apto inteiro,164.0,1,76,61,Familiar,Natureza,Próximo ao parque,Conforto
14785804,92315479,Copacabana,-22.97536,-43.18828,Casa/Apto inteiro,396.0,4,121,78,Familiar,Urbana,Localização em Copacabana,Conforto
14824047,11959625,Copacabana,-22.98362159729004,-43.19500732421875,Casa/Apto inteiro,116.0,3,127,83,Familiar,Sem Vista,Conforto e aconchego,Conforto
14872664,34602073,Copacabana,-22.97664,-43.18858,Casa/Apto inteiro,650.0,3,115,269,Romântico,Urbana,Charme e magia,Encantador
14942294,94008265,Copacabana,-22.975589752197266,-43.18870162963867,Casa/Apto inteiro,213.0,3,279,32,Padrão,Sem Vista,Próximo à praia,Localização
15845624,102646434,Copacabana,-22.98482,-43.19192,Casa/Apto inteiro,2000.0,3,91,78,Moderno,Urbana,Localização privilegiada,Studio
14349999,87933679,Copacabana,-22.97346,-43.18843,Casa/Apto inteiro,353.0,2,247,84,Luxo,Mar,Localização à beira-mar,Condomínio
14385014,78960552,Copacabana,-22.98006,-43.19073,Quarto privativo,303.0,20,73,270,Familiar,Sem Vista,Próximo à praia,Casa
14992196,20370177,Copacabana,-22.96431,-43.17907,Casa/Apto inteiro,810.0,4,48,221,Luxo,Urbana,Localização em Copacabana,Standing
15007102,2312911,Copacabana,-22.98422,-43.18941,Casa/Apto inteiro,412.0,2,289,103,Padrão,Mar,Quadra da praia,Localização
15015363,63419886,Barra da Tijuca,-23.01531,-43.30372,Casa/Apto inteiro,443.0,2,174,229,Moderno,Mar,Moderno e equipado,Loft
15024669,85974796,Jacarepaguá,-22.97284,-43.39496,Quarto privativo,152.0,1,98,220,Econômico,Urbana,Próximo Parque Olímpico,Quarto
15037941,1321287,Ipanema,-22.98252,-43.19899,Casa/Apto inteiro,470.0,3,117,135,Luxo,Urbana,Localização privilegiada,Flat
15091164,95521072,Ipanema,-22.98396682739257,-43.20748901367188,Casa/Apto inteiro,529.0,2,100,19,Padrão,Urbana,Localização e conforto,Apartamento
15115528,10676779,Copacabana,-22.96731,-43.18333,Casa/Apto inteiro,226.0,3,62,101,Econômico,Urbana,Compacto e Completo,Studio
15232495,62895661,Copacabana,-22.9791,-43.19025,Casa/Apto inteiro,210.0,2,362,354,Econômico,Mar,Vista para Copacabana,Estúdio
15238919,21461274,Ipanema,-22.984804,-43.195518,Casa/Apto inteiro,288.0,4,70,85,Familiar,Urbana,Lindo e aconchegante,Apartamento
15935986,103425138,Botafogo,-22.94861,-43.18176,Casa/Apto inteiro,136.0,2,248,9,Econômico,Mar,Localização à Beira-Mar,Estúdio
15936745,99500285,Copacabana,-22.97259,-43.18866,Casa/Apto inteiro,241.0,3,254,13,Econômico,Urbana,Localização em Copacabana,Studio
16036940,39731483,Leblon,-22.98361,-43.21608,Casa/Apto inteiro,835.0,2,268,104,Romântico,Mar,Próximo a natural,Aconchego
16054309,357307,Ipanema,-22.98501,-43.20623,Casa/Apto inteiro,995.0,1,411,255,Luxo,Urbana,Localização privilegiada segura,Exclusividade
16079120,104778808,Copacabana,-22.96742,-43.18259,Casa/Apto inteiro,319.0,3,96,296,Familiar,Mar,Próximo da praia,Espaçoso
16112187,76394416,Leblon,-22.9858,-43.22621,Casa/Apto inteiro,499.0,3,44,171,Luxo,Urbana,Localização privilegiada Leblon,Studio
16132269,385834583,Ipanema,-22.985279919062982,-43.197743035981176,Casa/Apto inteiro,690.0,2,110,254,Luxo,Urbana,Localização ideal Ipanema,Penthouse
16178461,66655195,Copacabana,-22.97642,-43.18793,Casa/Apto inteiro,214.0,2,90,122,Econômico,Mar,Localização próxima praia,Apartamento
16200321,65975604,Ipanema,-22.9822006225586,-43.19999313354492,Quarto privativo,225.0,2,25,332,Romântico,Urbana,Charmoso quarto acolhedor,Conforto
15307683,96474135,Copacabana,-22.96669,-43.17882,Quarto privativo,103.0,1,320,50,Econômico,Mar,Localização frente praia,Quarto
15483501,99408870,Flamengo,-22.94005,-43.17567,Casa/Apto inteiro,1234.0,2,100,251,Luxo,Urbana,Piscina privativa incrível,Penthouse
15621889,100074191,Copacabana,-22.97537,-43.18933,Casa/Apto inteiro,136.0,1,190,266,Padrão,Urbana,Recém Reformado WiFi,Silencioso
15654082,101032323,Copacabana,-22.96528,-43.17533,Casa/Apto inteiro,220.0,1,401,80,Econômico,Sem Vista,Próximo ao mar,Localização
15702553,21218739,Copacabana,-22.96504,-43.1771,Casa/Apto inteiro,481.0,5,158,112,Luxo,Mar,Vista deslumbrante Copacabana,Vista
15773791,85538673,Grajaú,-22.92466,-43.25773,Casa/Apto inteiro,130.0,2,70,299,Moderno,Sem Vista,Confortável e Seguro,Independente
15778437,1356134,Santa Teresa,-22.91606,-43.18033,Quarto privativo,95.0,1,599,313,Moderno,Natureza,Design Contemporâneo Exclusivo,Criatividade
1494181948424014615,715123207,Copacabana,-22.973589010581208,-43.18740521000285,Casa/Apto inteiro,286.0,1,0,260,Luxo,Mar,Elegância à beira-mar,Vista
14100945,29896922,Jacarepaguá,-22.96666,-43.38424,Casa/Apto inteiro,615.0,30,0,268,Moderno,Urbana,Mobiliado para Olimpíadas,Mobiliado
556267470059806323,115075111,Santa Teresa,-22.91528,-43.18281,Quarto privativo,80.0,1,13,365,Econômico,Urbana,Localização central conveniente,Praticidade
15037900,14349783,Jacarepaguá,-22.97022,-43.39057,Casa/Apto inteiro,1342.0,6,0,362,Familiar,Urbana,Espaço para família,Apartamento
1055360943854929993,88740002,Copacabana,-22.9658187,-43.1807133,Casa/Apto inteiro,300.0,5,0,89,Moderno,Mar,Próximo à praia,Loft
1015898683094034477,128785191,Copacabana,-22.96991,-43.18802,Casa/Apto inteiro,150.0,2,31,152,Padrão,Urbana,Localização em destaque,Centralidade
22733320,157081146,Recreio dos Bandeirantes,-23.02389,-43.51303,Quarto privativo,166.0,2,3,210,Econômico,Natureza,Verde e natural,Sustentabilidade
1147985258245035685,392083762,Copacabana,-22.96381,-43.1775,Casa/Apto inteiro,626.0,3,40,66,Luxo,Mar,Vista incrível oceano,Apartamento
1507544151839572200,514560708,Recreio dos Bandeirantes,-23.0273995,-43.4736991,Casa/Apto inteiro,127.0,1,0,361,Familiar,Mar,Próximo à praia,Aconchegante
50632952,102761308,Barra da Tijuca,-22.98783,-43.35357,Casa/Apto inteiro,400.0,2,33,178,Luxo,Natureza,Área lazer TOP,Península
13221400,474000,Centro,-22.91099,-43.17773,Casa/Apto inteiro,121.0,1,429,45,Econômico,Urbana,Central e Aconchegante,Colorido
31902161,225894302,Vidigal,-22.99398,-43.23521,Quarto privativo,180.0,1,0,365,Romântico,Mar,Café com vista,Vista
1125609723572225149,569958633,Copacabana,-22.9726433,-43.187861,Quarto privativo,257.0,1,19,248,Econômico,Urbana,Dois quartos compartilhados,Compartilhado
16724817,110874279,Irajá,-22.84099,-43.32092,Quarto privativo,376.0,1,0,89,Moderno,Urbana,Localização na Zona Norte,Brilho
53970086,14969641,Leblon,-22.980091094970703,-43.21970748901367,Casa/Apto inteiro,5000.0,4,0,365,Padrão,Urbana,Localização central privilegiada,Conveniência
558063117557594607,83617349,Recreio dos Bandeirantes,-23.0037197,-43.4475404,Casa/Apto inteiro,143.0,2,75,270,Familiar,Mar,WiFi ArCondicionado Praias,Conforto
1359567591636420083,29876088,Copacabana,-22.980965384105065,-43.19037029204787,Casa/Apto inteiro,589.0,2,17,176,Padrão,Mar,Próximo à praia,Apartamento
14746494,91369088,Ipanema,-22.98349,-43.20846,Casa/Apto inteiro,416.0,3,0,40,Luxo,Mar,Localização Perfeita Ipanema,Localização
1132737372824777002,515342183,Leblon,-22.982469411007884,-43.21761299239587,Casa/Apto inteiro,819.0,1,37,157,Econômico,Mar,Localização perfeita praia,Flat
648655963625300600,4255118,Ipanema,-22.98304,-43.20191,Casa/Apto inteiro,931.0,4,68,187,Luxo,Urbana,Localização excelente,Modernidade
4244543,7700207,Catete,-22.92821994482552,-43.179050392012186,Casa/Apto inteiro,232.0,2,14,353,Padrão,Urbana,Localização e conforto,Apartamento
1388758822044635166,158736573,Botafogo,-22.952689534209785,-43.18218091468047,Casa/Apto inteiro,206.0,4,11,314,Padrão,Urbana,Localização em Botafogo,Apartamento
1202127104187342372,24524977,Copacabana,-22.97115992414728,-43.18973500560376,Quarto privativo,118.0,1,0,22,Econômico,Urbana,Localização central privilegiada,Praticidade
796557454051359688,415296850,Copacabana,-22.96603,-43.17743,Casa/Apto inteiro,556.0,2,13,159,Padrão,Mar,Próximo à praia,Localização
1399378259444570596,668179208,Copacabana,-22.9679067,-43.1817465,Casa/Apto inteiro,378.0,1,0,309,Padrão,Urbana,Localização em Copacabana,Apartamento
1230357131681849831,598001577,Copacabana,-22.974626726366736,-43.18956134548199,Quarto privativo,450.0,2,5,363,Econômico,Mar,Localização próxima praia,Quarto
928345808293869225,411347482,Copacabana,-22.97802,-43.19128,Casa/Apto inteiro,556.0,3,2,47,Econômico,Mar,Localização na praia,Prático
679555238345208961,10423223,Ipanema,-22.98504,-43.20907,Casa/Apto inteiro,1700.0,4,7,350,Luxo,Mar,Frente para praia,Apartamento
816017002025135151,429672995,Laranjeiras,-22.93137745525097,-43.18675462156534,Casa/Apto inteiro,221.0,1,18,229,Familiar,Urbana,Localização Central Conveniente,Conforto
835749224161307287,496494386,Ipanema,-22.98350493939332,-43.19851771826327,Casa/Apto inteiro,469.0,2,89,211,Familiar,Urbana,Espaço e conforto,Suítes
1482802680801258907,712204827,Copacabana,-22.9647553,-43.1755406,Casa/Apto inteiro,256.0,7,0,363,Luxo,Mar,Vista privilegiada mar,Vista
1515515135324472629,461094665,Jacarepaguá,-22.96370902529351,-43.397075682878494,Quarto privativo,203.0,3,0,180,Econômico,Urbana,Próximo Rio Centro,Localização
1356121526090242056,230501884,Copacabana,-22.96567824946252,-43.18406168371439,Casa/Apto inteiro,488.0,3,3,110,Familiar,Mar,Próximo à praia,Piscina
1320513433018168434,214631783,Centro,-22.90973,-43.18954,Casa/Apto inteiro,150.0,1,13,353,Econômico,Sem Vista,Ideal para solteiros,Praticidade
1241698125390767950,528121771,Copacabana,-22.96466106010785,-43.17573610693216,Casa/Apto inteiro,301.0,1,1,290,Padrão,Mar,Esquina próxima praia,Localização
1052222141929310859,428413144,Copacabana,-22.979493721985623,-43.1898072264085,Casa/Apto inteiro,238.0,2,11,81,Econômico,Urbana,Localização em Copa,Studio
1513026606401478581,444618426,Camorim,-22.98208005774923,-43.42187041727355,Casa/Apto inteiro,415.0,2,0,111,Padrão,Urbana,Localização central prática,Apartamento
1266920099822343145,185946297,Barra da Tijuca,-23.01181957847944,-43.32148606931153,Casa/Apto inteiro,475.0,3,22,251,Luxo,Mar,Vista deslumbrante dupla,Exclusividade
18154297,261954,Leblon,-22.98459,-43.23111,Quarto privativo,300.0,1,36,358,Luxo,Urbana,Melhor localização cidade,Localização
1309353078822164911,479939951,Barra da Tijuca,-23.00804350776381,-43.43525115375285,Casa/Apto inteiro,284.0,2,14,150,Familiar,Urbana,Conforto e espaço,Apartamento
828730516699843324,1342536,Copacabana,-22.9696849,-43.1855841,Casa/Apto inteiro,206.0,3,44,184,Padrão,Urbana,Localização em Copacabana,Apartamento
1181285455482657006,159286644,Barra da Tijuca,-23.00883,-43.35813,Casa/Apto inteiro,492.0,1,30,43,Luxo,Mar,Frente para mar,Apartamento
1354384536297497846,541746677,Recreio dos Bandeirantes,-23.0282882,-43.4714491,Casa/Apto inteiro,172.0,1,7,351,Familiar,Natureza,Praia perto casa,Térreo
1306687134789989522,218512955,Copacabana,-22.973351,-43.1914614,Casa/Apto inteiro,142.0,2,9,246,Econômico,Sem Vista,Quarto e sala,Aconchego
1488653680273862062,713739036,Ipanema,-22.9852898,-43.2100454,Casa/Apto inteiro,1307.0,3,1,238,Romântico,Natureza,Refúgio tranquilo perfeito,Oásis
1476054112374582168,50098118,Flamengo,-22.9393938,-43.1771245,Casa/Apto inteiro,405.0,1,1,362,Moderno,Urbana,Localização central privilegiada,Flat
1229769280029080258,14246086,Leblon,-22.9800477,-43.220278,Casa/Apto inteiro,784.0,2,2,188,Luxo,Mar,Perto da praia,Localização
1507544248184446479,7509686,Centro,-22.89913,-43.17993,Casa/Apto inteiro,222.0,1,0,59,Econômico,Sem Vista,Sem taxa limpeza,Estúdio
1321209633137894495,320684347,Ipanema,-22.98237,-43.19853,Casa/Apto inteiro,135.0,3,6,327,Econômico,Urbana,Localização privilegiada favela,acessibilidade
986167940808402411,538324209,Centro,-22.9057948,-43.1915517,Casa/Apto inteiro,103.0,2,80,191,Padrão,Urbana,Amplo espaço interno,Espaçoso
1018724,5607953,Ipanema,-22.9833,-43.19589,Casa/Apto inteiro,215.0,3,228,327,Luxo,Urbana,Design exclusivo moderno,Studio
33399408,77709888,Copacabana,-22.98292,-43.19094,Casa/Apto inteiro,1012.0,3,33,70,Luxo,Mar,Localização frente mar,Atlântica
686260879567481743,11758620,Barra da Tijuca,-23.004725159382083,-43.32931529963891,Casa/Apto inteiro,800.0,2,5,268,Familiar,Sem Vista,Conforto e aconchego,Aconchego
1159367168379033199,347487511,Glória,-22.91517,-43.17568,Casa/Apto inteiro,151.0,2,42,146,Moderno,Urbana,Localização bem prática,Smart
13699546,78499152,Ipanema,-22.98409,-43.20114,Quarto privativo,776.0,2,11,15,Luxo,Mar,Localização em Ipanema,Hotel-Residência
981164396661434990,45224913,Gávea,-22.97275727278665,-43.22533127420503,Quarto privativo,529.0,1,11,88,Romântico,Sem Vista,Varanda exclusiva suíte,Varanda
1039224693716327024,417529749,Centro,-22.9096645,-43.1842177,Casa/Apto inteiro,170.0,1,104,16,Econômico,Urbana,Studio com vista,Praticidade
9424559,14314998,Ipanema,-22.98206,-43.21109,Casa/Apto inteiro,1120.0,60,18,229,Romântico,Urbana,Apartamento encantador Ipanema,Charme
1494558426097104186,80338139,Barra da Tijuca,-23.00869,-43.33666,Casa/Apto inteiro,3784.0,1,0,359,Familiar,Mar,Beira da praia,Casa
1087726340683012816,8013520,Centro,-22.916640439453243,-43.18844340741634,Casa/Apto inteiro,157.0,3,62,161,Familiar,Urbana,Conforto e silêncio,Confortável
32544922,38381051,Flamengo,-22.93638,-43.17318,Quarto privativo,190.0,5,36,194,Luxo,Mar,Vista Mar Pão,Vista
1350246510289418150,215903682,Laranjeiras,-22.92758,-43.19122,Quarto privativo,200.0,3,3,169,Econômico,Natureza,Vista panorâmica privilegiada,Pousada
1396545113751352772,31689748,Leblon,-22.98272175147658,-43.21679218456297,Casa/Apto inteiro,850.0,3,3,353,Padrão,Urbana,Localização privilegiada praia,Apartamento
1190851109218277613,147489364,Jacarepaguá,-22.965976073144866,-43.41098945252529,Casa/Apto inteiro,200.0,3,11,152,Padrão,Urbana,Localização próxima rio,Conveniência
960928883023828182,489381613,Recreio dos Bandeirantes,-23.030936561222823,-43.49655021385402,Casa/Apto inteiro,208.0,1,2,247,Familiar,Urbana,Próximo à praia,Triplex
1356678447397798241,99950687,Copacabana,-22.96834,-43.19094,Casa/Apto inteiro,2000.0,4,0,15,Econômico,Urbana,Próximo praia Copacabana,Localização
886840610886680390,383043529,Ipanema,-22.98375516003043,-43.21279228042602,Casa/Apto inteiro,628.0,2,28,151,Romântico,Urbana,Localização central privilegiada,Conforto
1002112079304835975,236761043,Botafogo,-22.95365,-43.18368,Casa/Apto inteiro,183.0,1,52,85,Econômico,Urbana,Localização central acessível,Compacto
1266733196852308390,445034991,Recreio dos Bandeirantes,-23.0303318,-43.4766632,Casa/Apto inteiro,597.0,4,2,262,Luxo,Mar,Pé na areia,Conforto
1446340923925769011,15215444,Santa Teresa,-22.91781352796435,-43.18983069346625,Quarto privativo,218.0,1,0,362,Econômico,Urbana,Conforto em Santa,Quarto
1362263776731178688,21462062,Copacabana,-22.96525440047756,-43.18915955722332,Casa/Apto inteiro,313.0,1,3,183,Familiar,Mar,Próximo à praia,Flat
1335604387479243426,372331825,Botafogo,-22.948506,-43.1892358,Casa/Apto inteiro,826.0,2,0,359,Familiar,Urbana,Localização central privilegiada,Conforto
1468016170009758303,59068088,Ipanema,-22.98217011781668,-43.20181618465576,Casa/Apto inteiro,415.0,3,11,151,Familiar,Urbana,Segurança e Conforto,Segurança
1404670283635261893,108643221,Copacabana,-22.98629,-43.18942,Casa/Apto inteiro,206.0,1,10,212,Padrão,Mar,Próximo à praia,Localização
589839117692879870,411352151,Botafogo,-22.94582,-43.18163,Casa/Apto inteiro,457.0,4,1,149,Luxo,Urbana,Vista panorâmica incrível,Vista
1503965073063020888,678649975,Catete,-22.92424692185209,-43.181605450809,Quarto privativo,50.0,7,0,359,Econômico,Sem Vista,Custo benefício simples,Simplicidade
1072660727641282943,231519584,Copacabana,-22.96321061752279,-43.17622746265666,Casa/Apto inteiro,360.0,2,87,40,Moderno,Urbana,Tecnologia e conforto,Inteligente
1508651944406720383,559940983,Leblon,-22.9826066,-43.2238778,Casa/Apto inteiro,547.0,3,0,141,Luxo,Urbana,Varanda ampla charmosa,Varandão
1500083442935916568,235495805,Botafogo,-22.95630876107172,-43.1765568615158,Casa/Apto inteiro,250.0,1,3,58,Padrão,Urbana,Localização Central Excelente,Localização
826261197223227763,500973159,Vargem Grande,-22.97160870416096,-43.49497083996915,Casa/Apto inteiro,1142.0,3,0,364,Familiar,Natureza,Tranquilidade e espaço,Residencial
1407411171351391465,6147430,Copacabana,-22.97587,-43.18856,Casa/Apto inteiro,363.0,3,2,77,Econômico,Mar,Próximo à praia,Localização
1322452946046968563,499554199,Camorim,-22.98018,-43.42371,Quarto privativo,195.0,30,1,317,Econômico,Sem Vista,Desconto por temporada,Suíte
1029724466239230105,272976656,Copacabana,-22.98224043920276,-43.192504717274645,Casa/Apto inteiro,359.0,2,0,257,Padrão,Urbana,Localização em destaque,Apartamento
1416690021957268396,694425494,Flamengo,-22.93855260110826,-43.17693256086579,Quarto privativo,126.0,1,0,179,Econômico,Urbana,Proximidade ao metrô,Localização
19071216,131669310,Copacabana,-22.96594,-43.19186,Casa/Apto inteiro,169.0,4,108,129,Econômico,Sem Vista,WiFi rápido incluído,Conforto
32611546,245072737,Copacabana,-22.96745,-43.18178,Casa/Apto inteiro,250.0,4,5,149,Padrão,Sem Vista,Arejado e Silencioso,Conforto
1400056855150556041,403781,Copacabana,-22.9641383,-43.1762383,Casa/Apto inteiro,342.0,3,16,14,Familiar,Sem Vista,Espaçoso e confortável,Apartamento
1011133451658582397,110857735,Méier,-22.89291440026292,-43.27835425815631,Quarto privativo,99.0,1,5,270,Econômico,Urbana,Localização perto Engenhão,Praticidade
747744221601901024,2965734,Laranjeiras,-22.9358077,-43.1857706,Quarto privativo,236.0,1,2,154,Romântico,Sem Vista,Banheira de Hidromassagem,Conforto
540448311296091571,85746740,Copacabana,-22.98466,-43.19282,Casa/Apto inteiro,290.0,2,155,241,Econômico,Sem Vista,Ambiente tranquilo interno,Silencioso
3129203,10210365,Ipanema,-22.98331,-43.19996,Quarto privativo,527.0,2,187,229,Luxo,Urbana,Piscina exclusiva privativa,Suíte
760244504685069936,20362236,Botafogo,-22.957436474593656,-43.18264392684422,Quarto privativo,272.0,2,2,359,Padrão,Sem Vista,Entrada independente prática,Suíte
791475897232187300,79065425,Copacabana,-22.96578353552472,-43.179229790051,Quarto privativo,590.0,1,4,363,Familiar,Urbana,Espaço e conforto,Suíte
44306752,14315601,Barra da Tijuca,-22.99159,-43.38207,Casa/Apto inteiro,5500.0,30,0,173,Luxo,Natureza,Melhor mansão condomínio,Exclusividade
1100554602317203669,9351901,Copacabana,-22.96354753605799,-43.178805940822045,Casa/Apto inteiro,192.0,2,20,58,Econômico,Urbana,Praticidade e localização,Studio
1490583516541086108,678477090,Copacabana,-22.96591,-43.17729,Casa/Apto inteiro,661.0,1,2,343,Luxo,Mar,Varanda com vista,Vista
1322357784249926869,92284964,Leblon,-22.97796,-43.22495,Casa/Apto inteiro,726.0,2,28,65,Familiar,Urbana,Espaço e conforto,Apartamento
847160678609277828,22630219,Copacabana,-22.9646979,-43.17547039999999,Casa/Apto inteiro,534.0,1,130,152,Econômico,Mar,Ambiente descontraído praiano,Studio
1349712495637597093,39901112,Centro,-22.908160189045883,-43.18934002306265,Casa/Apto inteiro,170.0,2,1,350,Econômico,Urbana,Localização extremamente central,Studio
1221989034853337490,562791188,Centro,-22.9001411,-43.1799214,Casa/Apto inteiro,119.0,1,22,123,Econômico,Urbana,"Piscina, academia, ar-condicionado",Studio
1208950019051497138,331576610,Recreio dos Bandeirantes,-23.03029876277312,-43.49572028964758,Casa/Apto inteiro,872.0,2,4,89,Luxo,Mar,Jacuzzi à beira-mar,Jacuzzi
789081690497774426,183148987,Copacabana,-22.9824024,-43.1902727,Casa/Apto inteiro,265.0,1,165,86,Econômico,Mar,Vista para mar,Estúdio
1418319352246916783,1722157,Leblon,-22.98295158660093,-43.221900373416986,Casa/Apto inteiro,881.0,3,0,84,Luxo,Mar,Conforto para cinco,Espaçoso
1349399926108970697,458717163,Barra de Guaratiba,-23.0204842,-43.541415,Casa/Apto inteiro,240.0,1,0,365,Familiar,Sem Vista,Conforto e privacidade,aconchego
16885042,48681794,Leblon,-22.98434684155809,-43.22263691852724,Casa/Apto inteiro,600.0,1,3,253,Luxo,Sem Vista,Próximo à praia,Localização
8390419,1537641,Copacabana,-22.96903,-43.18431,Casa/Apto inteiro,2286.0,1,203,321,Luxo,Mar,Vista panorâmica incrível,Penthouse
14087934,84722305,Guaratiba,-23.00386619567871,-43.5332145690918,Casa/Apto inteiro,2594.0,5,0,83,Familiar,Sem Vista,churrasqueira piscina sinuca,Casa
42256184,333857358,Rio Comprido,-22.92556,-43.20757,Quarto privativo,66.0,3,43,354,Econômico,Natureza,Próximo Cristo Redentor,Localização
1180517345912153760,474167124,Ipanema,-22.98464775198844,-43.20024989141805,Quarto privativo,180.0,1,2,41,Econômico,Sem Vista,Quarto privado simples,Conforto
53861210,222120772,Curicica,-22.96182,-43.40039,Casa/Apto inteiro,220.0,2,27,122,Romântico,Sem Vista,Charmoso e aconchegante,Flat
1404440803214681708,13791250,Barra da Tijuca,-23.010195972976263,-43.36520085573891,Quarto privativo,280.0,3,1,344,Econômico,Mar,Frente à praia,Suíte
8855998,13392098,Ipanema,-22.98491,-43.19586,Casa/Apto inteiro,357.0,7,27,265,Econômico,Urbana,Localização em Ipanema,Praticidade
1397112738235795341,164177980,Méier,-22.90192,-43.27642,Quarto compartilhado,56.0,1,2,341,Econômico,Urbana,Localização privilegiada,Conectividade
1267438596359411549,657118852,Glória,-22.9170346,-43.17703849999999,Casa/Apto inteiro,308.0,3,5,65,Padrão,Urbana,Espaço Luminoso Vista,Luminosidade
744293677301949708,331635577,Leblon,-22.9863879,-43.2314048,Casa/Apto inteiro,803.0,2,50,62,Luxo,Urbana,Cobertura com vista,Duplex
514368049586080261,435471276,Santa Teresa,-22.92226,-43.18719,Quarto privativo,405.0,2,16,349,Econômico,Urbana,Varanda charmosa inclusa,Varanda
776790698862870339,110939242,Copacabana,-22.9850686,-43.1900353,Casa/Apto inteiro,9158.0,1,0,364,Padrão,Mar,Próximo à praia,Localização
826803203251664415,198001749,Santa Teresa,-22.924623677033605,-43.19125695555794,Casa/Apto inteiro,616.0,4,1,290,Familiar,Urbana,Localização privilegiada centro,Conforto
1248152314235375538,156683206,Copacabana,-22.9647079,-43.1793415,Casa/Apto inteiro,344.0,1,62,154,Luxo,Mar,Próximo à praia,Studio
978029969716612059,13411812,Copacabana,-22.96712377782447,-43.18757871641018,Casa/Apto inteiro,242.0,2,16,87,Familiar,Urbana,Cobertura com garagem,Cobertura
13037727,72083285,Engenho de Dentro,-22.8853,-43.28855,Casa/Apto inteiro,915.0,10,0,364,Econômico,Urbana,Localização para eventos,Proximidade
1989456,5468099,Copacabana,-22.97304,-43.18879,Casa/Apto inteiro,188.0,7,82,71,Econômico,Urbana,Localização em Copacabana,Praticidade
2385479,12184417,Barra da Tijuca,-23.00899,-43.34479,Casa/Apto inteiro,6246.0,4,0,365,Luxo,Mar,Vista panorâmica mar,Apartamento
51556673,233838251,Botafogo,-22.95256,-43.17732,Casa/Apto inteiro,250.0,20,11,149,Luxo,Natureza,Localização privilegiada,Proximidade
1356815,7365198,Copacabana,-22.96668,-43.18566,Casa/Apto inteiro,197.0,3,35,22,Familiar,Urbana,Bairro encantador tradicional,Charme
20035928,132089924,Ipanema,-22.98123,-43.20105,Casa/Apto inteiro,494.0,2,4,179,Luxo,Urbana,Perto de diversão,Localização
14084398,84682564,Maracanã,-22.9113,-43.22453,Casa/Apto inteiro,2699.0,1,0,269,Econômico,Urbana,Localização próxima Maracanã,Praticidade
53039471,229244053,Camorim,-22.97759316391542,-43.42033781884774,Casa/Apto inteiro,200.0,10,5,67,Econômico,Urbana,Próximo Rio Centro,Apart
1492136447158945023,687339099,Ipanema,-22.985398970953188,-43.19670277586264,Quarto compartilhado,82.0,1,0,365,Econômico,Urbana,Quarto em Ipanema,Cama
1443306416371111580,554907816,Leblon,-22.9826405,-43.225993,Casa/Apto inteiro,849.0,3,0,80,Luxo,Urbana,Conforto e Charme,Suítes
809940936783044526,497264546,Copacabana,-22.98213,-43.19456,Casa/Apto inteiro,249.0,3,11,341,Familiar,Urbana,Localização central acessível,Praticidade
13799836,81143063,Copacabana,-22.9866,-43.18924,Casa/Apto inteiro,1339.0,30,5,177,Familiar,Mar,Localização entre praias,Espaçoso
884814662739417833,33609459,Leme,-22.9617818775678,-43.16678693862304,Casa/Apto inteiro,443.0,3,16,127,Padrão,Mar,Proximidade da praia,Localização
795042769097466168,415361942,Freguesia (Ilha),-22.7897081,-43.1654341,Casa/Apto inteiro,149.0,4,27,338,Moderno,Urbana,Home-office vip,ap
954422987969741522,7052139,Humaitá,-22.955972937049097,-43.20146419107914,Quarto privativo,222.0,3,0,357,Familiar,Urbana,Charmosa em localização,Casa
1507611400904364378,718399823,Copacabana,-22.9815,-43.19104,Casa/Apto inteiro,184.0,4,0,49,Econômico,Sem Vista,Próximo praia Copacabana,conjugado
1420563117818708498,389993328,Recreio dos Bandeirantes,-23.03105,-43.47318,Casa/Apto inteiro,365.0,2,5,130,Luxo,Mar,Vista Maravilhosa Permanente,Flat
1269746463669883912,525247402,Copacabana,-22.96407325593689,-43.17610094061157,Casa/Apto inteiro,1443.0,2,2,178,Padrão,Urbana,Localização Central Copacabana,Praticidade
1295761709996014530,157667482,Leblon,-22.98636,-43.2295,Casa/Apto inteiro,1688.0,2,9,45,Familiar,Mar,Próximo ao mar,Localização
895796293405179921,387810254,Copacabana,-22.97665,-43.19097,Casa/Apto inteiro,343.0,4,10,341,Luxo,Urbana,Localização central privilegiada,Apartamento
1269630363083262532,79151243,Copacabana,-22.97798,-43.19121,Casa/Apto inteiro,396.0,2,36,252,Familiar,Urbana,Completo e espaçoso,Conforto
1316085894568534406,1982737,Leblon,-22.97954,-43.22399,Casa/Apto inteiro,278.0,1,10,205,Luxo,Urbana,Localização no Leblon,Conforto
